Organisms
Nostoc azollae
Rhodococcus erythropolis
Rhodococcus fascians
Rhodococcus hoagii
Rhodococcus jostii
Rhodococcus opacus
Rhodococcus opacus
Rhodococcus pyridinivorans
Rhodococcus qingshengii
Rhodococcus rhodochrous
Rhodococcus ruber
Rhodococcus sp
Rhodococcus sp
Rhodococcus sp
Rhodococcus sp
Rhodococcus sp
Rhodococcus sp
Rhodocyclaceae bacterium
Rhodoferax antarcticus
Rhodoferax ferrireducens
Rhodoferax koreense
Rhodoferax saidenbachensis
Rhodoferax sp
Rhodoferax sp
Rhodoluna lacicola
Rhodomicrobium vannielii
Rhodopirellula baltica
Rhodoplanes sp
Rhodopseudomonas palustris
Rhodopseudomonas palustris
Rhodopseudomonas palustris
Rhodopseudomonas palustris
Rhodopseudomonas palustris
Rhodopseudomonas palustris
Rhodopseudomonas palustris
Rhodospirillum centenum
Rhodospirillum rubrum
Rhodospirillum rubrum
Rhodothermaceae bacterium
Rhodothermus marinus
Rhodothermus marinus
Rhodovulum sp
Rhodovulum sp
Rhodovulum sulfidophilum
Rhopalosiphum maidis
Ricinus communis
Rickettsia africae
Rickettsia akari
Rickettsia amblyommatis
Rickettsia amblyommatis
Rickettsia asiatica
Rickettsia australis
Rickettsia bellii
Rickettsia bellii
Rickettsia canadensis
Rickettsia canadensis
Rickettsia conorii
Rickettsia felis
Rickettsia heilongjiangensis
Rickettsia japonica
Rickettsia massiliae
Rickettsia massiliae
Rickettsia monacensis
Rickettsia montanensis
Rickettsia parkeri
Rickettsia peacockii
Rickettsia philipii
Rickettsia prowazekii
Rickettsia prowazekii
Rickettsia prowazekii
Rickettsia prowazekii
Rickettsia prowazekii
Rickettsia prowazekii
Rickettsia prowazekii
Rickettsia prowazekii
Rickettsia prowazekii
Rickettsia prowazekii
Rickettsia rhipicephali
Rickettsia rickettsii
Rickettsia rickettsii
Rickettsia rickettsii
Rickettsia rickettsii
Rickettsia rickettsii
Rickettsia rickettsii
Rickettsia rickettsii
Rickettsia rickettsii
Rickettsia rickettsii
Rickettsia rickettsii
Rickettsia slovaca
Rickettsia slovaca
Rickettsia sp
Rickettsia typhi
Rickettsia typhi
Rickettsia typhi
Rickettsiales bacterium
Rickettsiales endosymbiont
Riemerella anatipestifer
Riemerella anatipestifer
Riemerella anatipestifer
Riemerella anatipestifer
Riemerella anatipestifer
Riemerella anatipestifer
Rippkaea orientalis
Rippkaea orientalis
Rivularia sp
Robiginitalea biformata
Rodentibacter pneumotropicus
Rosa chinensis
Roseateles depolymerans
Roseburia hominis
Roseburia intestinalis
Roseburia intestinalis
Roseibacterium elongatum
Roseiflexus castenholzii
Roseiflexus sp
Roseimaritima ulvae
Roseitalea porphyridii
Roseivivax sp
Roseobacter denitrificans
Roseobacter litoralis
Roseomonas gilardii
Roseomonas mucosa
Roseomonas sp
Roseovarius indicus
Roseovarius mucosus
Roseovarius sp
Roseovarius sp
Roseovarius sp
Rothia aeria
Rothia dentocariosa
Rothia mucilaginosa
Rousettus aegyptiacus
Rubinisphaera brasiliensis
Rubrivivax benzoatilyticus
Rubrivivax gelatinosus
Rubrobacter radiotolerans
Rubrobacter xylanophilus
Ruegeria pomeroyi
Ruegeria sp
Ruegeria sp
Ruegeria sp
Rufibacter sp
Rufibacter sp
Rufibacter tibetensis
Rugosibacter aromaticivorans
Ruminiclostridium cellulolyticum
Ruminococcaceae bacterium
Ruminococcus albus
Ruminococcus bicirculans
Ruminococcus champanellensis
Ruminococcus sp
Ruminococcus sp
Ruminococcus torques
Rummeliibacillus stabekisii
Runella slithyformis
Runella sp
Runella sp
Saccharibacillus sp
Saccharolobus solfataricus
Saccharolobus solfataricus
Saccharolobus solfataricus
Saccharolobus solfataricus
Saccharolobus solfataricus
Saccharomonospora sp
Saccharomonospora viridis
Saccharomyces cerevisiae
Saccharophagus degradans
Saccharopolyspora erythraea
Saccharopolyspora sp
Saccharothrix espanaensis
Saccharothrix syringae
Saccoglossus kowalevskii
Sagittula sp
Saimiri boliviensis
Salarchaeum sp
Salegentibacter sp
Salicibibacter kimchii
Salilacibacter sp
Salimicrobium jeotgali
Salinarchaeum sp
Salinibacter ruber
Salinibacter ruber
Salinibacterium sp
Salinibacterium sp
Salinibacterium sp
Salinicoccus halodurans
Salinigranum rubrum
Salinimonas sediminis
Salinimonas sp
Saliniradius amylolyticus
Salinisphaera sp
Salinispira pacifica
Salinispora arenicola
Salinispora tropica
Salinivibrio kushneri
Salinivibrio sp
Salinivirga cyanobacteriivorans
Salipiger profundus
Salmo salar
Salmonella bongori
Salmonella bongori
Salmonella bongori
Salmonella enterica
Salmonella enterica
Salmonella enterica
Salmonella enterica
Salmonella enterica
Salmonella enterica
Salmonella enterica
Salmonella enterica
Salmonella enterica
Salmonella enterica
Salmonella enterica
Salmonella enterica
Salmonella enterica
Salmonella enterica
Salmonella enterica
Salmonella enterica
Salmonella enterica
Salmonella enterica
Salmonella enterica
Salmonella enterica
Salmonella enterica
Salmonella enterica
Salmonella enterica
Salmonella enterica
Salmonella enterica
Salmonella enterica
Salmonella enterica
Salmonella enterica
Salmonella enterica
Salmonella enterica
Salmonella enterica
Salmonella enterica
Salmonella enterica
Salmonella enterica
Salmonella enterica
Salmonella enterica
Salmonella enterica
Salmonella enterica
Salmonella enterica
Salmonella enterica
Salmonella enterica
Salmonella enterica
Salmonella enterica
Salmonella enterica
Salmonella enterica
Salmonella enterica
Salmonella enterica
Salmonella enterica
Salmonella enterica
Salmonella enterica
Salmonella sp
Salpingoeca rosetta
Salvelinus alpinus
Sandaracinus amylolyticus
Sanguibacter keddieii
Saprolegnia parasitica
Saprospira grandis
Sarcophilus harrisii
Scardovia inopinata
Schaalia meyeri
Schaalia odontolytica
Scheffersomyces stipitis
Schistosoma haematobium
Schistosoma mansoni
Schizophyllum commune
Schizosaccharomyces pombe
Scleropages formosus
Sclerotinia sclerotiorum
Sebaldella termitidis
Secondary endosymbiont
Secondary endosymbiont
Secondary endosymbiont
Sedimenticola thiotaurini
Sedimentisphaera cyanobacteriorum
Sedimentisphaera salicampi
Sedimentitalea sp
Sediminicola sp
Sediminispirochaeta smaragdinae
Segniliparus rotundus
Selaginella moellendorffii
Selenomonas ruminantium
Selenomonas sp
Selenomonas sp
Selenomonas sp
Selenomonas sputigena
Seonamhaeicola sp
Serinicoccus sp
Serinicoccus sp
Serinus canaria
Seriola dumerili
Seriola lalandi
Serpentinomonas mccroryi
Serpentinomonas raichei
Serpula lacrymans
Serratia fonticola
Serratia fonticola
Serratia liquefaciens
Serratia marcescens
Serratia marcescens
Serratia marcescens
Serratia plymuthica
Serratia plymuthica
Serratia plymuthica
Serratia plymuthica
Serratia proteamaculans
Serratia quinivorans
Serratia rubidaea
Serratia sp
Serratia sp
Serratia sp
Serratia sp
Serratia sp
Serratia sp
Serratia sp
Serratia sp
Serratia symbiotica
Sesamum indicum
Setaria italica
Shewanella algae
Shewanella amazonensis
Shewanella baltica
Shewanella baltica
Shewanella baltica
Shewanella baltica
Shewanella baltica
Shewanella baltica
Shewanella baltica
Shewanella bicestrii
Shewanella denitrificans
Shewanella frigidimarina
Shewanella halifaxensis
Shewanella japonica
Shewanella livingstonensis
Shewanella loihica
Shewanella marisflavi
Shewanella oneidensis
Shewanella pealeana
Shewanella piezotolerans
Shewanella psychrophila
Shewanella putrefaciens
Shewanella putrefaciens
Shewanella sediminis
Shewanella sp
Shewanella sp
Shewanella sp
Shewanella sp
Shewanella sp
Shewanella sp
Shewanella violacea
Shewanella woodyi
Shigella boydii
Shigella boydii
Shigella dysenteriae
Shigella dysenteriae
Shigella flexneri
Shigella flexneri
Shigella flexneri
Shigella flexneri
Shigella flexneri
Shigella flexneri
Shigella flexneri
Shigella sonnei
Shigella sp
Shimwellia blattae
Shinella sp
Siansivirga zeaxanthinifaciens
Sideroxydans lithotrophicus
Silicimonas algicola
Silvanigrellales bacterium
Simiduia agarivorans
Simkania negevensis
Simonsiella muelleri
Simplicispira suum
Singulisphaera acidiphila
Sinocyclocheilus anshuiensis
Sinocyclocheilus grahami
Sinocyclocheilus rhinocerous
Sinomonas atrocyanea
Sinorhizobium americanum
Sinorhizobium fredii
Sinorhizobium fredii
Sinorhizobium fredii
Sinorhizobium medicae
Sinorhizobium meliloti
Sinorhizobium meliloti
Sinorhizobium meliloti
Sinorhizobium meliloti
Sinorhizobium meliloti
Sinorhizobium meliloti
Sinorhizobium meliloti
Sinorhizobium meliloti
Sinorhizobium sp
Sinorhizobium sp
Slackia heliotrinireducens
Sneathia amnii
Snodgrassella alvi
Sodalis endosymbiont
Sodalis glossinidius
Sodalis praecaptivus
Solanum lycopersicum
Solanum pennellii
Solanum tuberosum
Solenopsis invicta
Solibacillus silvestris
Solibacillus silvestris
Solibacillus sp
Solimonas sp
Solitalea canadensis
Sorangium cellulosum
Sorangium cellulosum
Sordaria macrospora
Sorghum bicolor
Spathaspora passalidarum
Sphaerobacter thermophilus
Sphaerochaeta coccoides
Sphaerochaeta globosa
Sphaerochaeta pleomorpha
Sphaerotilus natans
Sphingobacteriaceae bacterium
Sphingobacterium mizutaii
Sphingobacterium psychroaquaticum
Sphingobacterium sp
Sphingobacterium sp
Sphingobacterium sp
Sphingobacterium sp
Sphingobacterium sp
Sphingobium baderi
Sphingobium chlorophenolicum
Sphingobium cloacae
Sphingobium fuliginis
Sphingobium hydrophobicum
Sphingobium indicum
Sphingobium japonicum
Sphingobium sp
Sphingobium sp
Sphingobium sp
Sphingobium sp
Sphingobium sp
Sphingobium sp
Sphingobium sp
Sphingobium yanoikuyae
Sphingomonas hengshuiensis
Sphingomonas koreensis
Sphingomonas melonis
Sphingomonas panacis
Sphingomonas paucimobilis
Sphingomonas sanxanigenens
Sphingomonas sp
Sphingomonas sp
Sphingomonas sp
Sphingomonas sp
Sphingomonas sp
Sphingomonas sp
Sphingomonas sp
Sphingomonas sp
Sphingomonas taxi
Sphingomonas wittichii
Sphingomonas wittichii
Sphingopyxis alaskensis
Sphingopyxis fribergensis
Sphingopyxis granuli
Sphingopyxis macrogoltabida
Sphingopyxis macrogoltabida
Sphingopyxis sp
Sphingopyxis sp
Sphingopyxis sp
Sphingopyxis sp
Sphingopyxis sp
Sphingopyxis terrae
Sphingorhabdus sp
Sphingorhabdus sp
Sphingorhabdus sp
Sphingosinicella microcystinivorans
Sphingosinicella sp
Spinacia oleracea
Spiribacter curvatus
Spiribacter roseus
Spiribacter salinus
Spiribacter sp
Spirochaeta africana
Spirochaeta perfilievii
Spirochaeta thermophila
Spirochaeta thermophila
Spiroplasma apis
Spiroplasma atrichopogonis
Spiroplasma cantharicola
Spiroplasma chrysopicola
Spiroplasma citri
Spiroplasma clarkii
Spiroplasma corruscae
Spiroplasma culicicola
Spiroplasma diminutum
Spiroplasma eriocheiris
Spiroplasma floricola
Spiroplasma helicoides
Spiroplasma kunkelii
Spiroplasma litorale
Spiroplasma mirum
Spiroplasma mirum
Spiroplasma sabaudiense
Spiroplasma sp
Spiroplasma sp
Spiroplasma syrphidicola
Spiroplasma tabanidicola
Spiroplasma taiwanense
Spiroplasma turonicum
Spirosoma linguale
Spirosoma montaniterrae
Spirosoma pollinicola
Spirosoma radiotolerans
Spirosoma sp
Spongiibacter sp
Sporanaerobacter sp
Sporolactobacillus terrae
Sporomusa termitida
Sporosarcina pasteurii
Sporosarcina psychrophila
Sporosarcina sp
Sporosarcina sp
Sporosarcina sp
Sporosarcina ureae
Sporothrix schenckii
Stackebrandtia nassauensis
Stanieria cyanosphaera
Stanieria sp
Staphylococcus agnetis
Staphylococcus argenteus
Staphylococcus aureus
Staphylococcus aureus
Staphylococcus aureus
Staphylococcus aureus
Staphylococcus aureus
Staphylococcus aureus
Staphylococcus aureus
Staphylococcus aureus
Staphylococcus aureus
Staphylococcus aureus
Staphylococcus aureus
Staphylococcus aureus
Staphylococcus aureus
Staphylococcus aureus
Staphylococcus aureus
Staphylococcus aureus
Staphylococcus aureus
Staphylococcus aureus
Staphylococcus aureus
Staphylococcus aureus
Staphylococcus aureus
Staphylococcus aureus
Staphylococcus aureus
Staphylococcus aureus
Staphylococcus aureus
Staphylococcus aureus
Staphylococcus aureus
Staphylococcus aureus
Staphylococcus aureus
Staphylococcus aureus
Staphylococcus aureus
Staphylococcus aureus
Staphylococcus aureus
Staphylococcus aureus
Staphylococcus aureus
Staphylococcus aureus
Staphylococcus aureus
Staphylococcus aureus
Staphylococcus aureus
Staphylococcus aureus
Staphylococcus aureus
Staphylococcus aureus
Staphylococcus aureus
Staphylococcus aureus
Staphylococcus aureus
Staphylococcus aureus
Staphylococcus aureus
Staphylococcus aureus
Staphylococcus aureus
Staphylococcus aureus
Staphylococcus aureus
Staphylococcus aureus
Staphylococcus aureus
Staphylococcus capitis
Staphylococcus caprae
Staphylococcus carnosus
Staphylococcus cohnii
Staphylococcus condimenti
Staphylococcus epidermidis
Staphylococcus epidermidis
Staphylococcus epidermidis
Staphylococcus epidermidis
Staphylococcus equorum
Staphylococcus felis
Staphylococcus haemolyticus
Staphylococcus haemolyticus
Staphylococcus hominis
Staphylococcus hyicus
Staphylococcus kloosii
Staphylococcus lugdunensis
Staphylococcus lugdunensis
Staphylococcus lutrae
Staphylococcus muscae
Staphylococcus nepalensis
Staphylococcus pasteuri
Staphylococcus pettenkoferi
Staphylococcus pseudintermedius
Staphylococcus pseudintermedius
Staphylococcus saprophyticus
Staphylococcus schleiferi
Staphylococcus schleiferi
Staphylococcus sciuri
Staphylococcus simulans
Staphylococcus warneri
Staphylococcus xylosus
Staphylococcus xylosus
Staphylococcus xylosus
Staphylothermus hellenicus
Staphylothermus marinus
Stappia indica
Starkeya novella
Stella humosa
Stella vacuolata
Stenotrophomonas acidaminiphila
Stenotrophomonas maltophilia
Stenotrophomonas maltophilia
Stenotrophomonas maltophilia
Stenotrophomonas maltophilia
Stenotrophomonas rhizophila
Stenotrophomonas sp
Stenotrophomonas sp
Stenotrophomonas sp
Stenotrophomonas sp
Stenotrophomonas sp
Stereum hirsutum
Steroidobacter denitrificans
Stigmatella aurantiaca
Strawberry lethal
Streptacidiphilus sp
Streptobacillus moniliformis
Streptococcus agalactiae
Streptococcus agalactiae
Streptococcus agalactiae
Streptococcus agalactiae
Streptococcus agalactiae
Streptococcus agalactiae
Streptococcus agalactiae
Streptococcus agalactiae
Streptococcus agalactiae
Streptococcus agalactiae
Streptococcus agalactiae
Streptococcus agalactiae
Streptococcus agalactiae
Streptococcus agalactiae
Streptococcus agalactiae
Streptococcus anginosus
Streptococcus anginosus
Streptococcus anginosus
Streptococcus constellatus
Streptococcus constellatus
Streptococcus constellatus
Streptococcus cristatus
Streptococcus dysgalactiae
Streptococcus dysgalactiae
Streptococcus dysgalactiae
Streptococcus dysgalactiae
Streptococcus dysgalactiae
Streptococcus equi
Streptococcus equi
Streptococcus equi
Streptococcus equi
Streptococcus equi
Streptococcus equinus
Streptococcus gallolyticus
Streptococcus gallolyticus
Streptococcus gallolyticus
Streptococcus gordonii
Streptococcus infantarius
Streptococcus iniae
Streptococcus iniae
Streptococcus iniae
Streptococcus iniae
Streptococcus intermedius
Streptococcus intermedius
Streptococcus intermedius
Streptococcus lutetiensis
Streptococcus macedonicus
Streptococcus mitis
Streptococcus mutans
Streptococcus mutans
Streptococcus mutans
Streptococcus mutans
Streptococcus mutans
Streptococcus oralis
Streptococcus pantholopis
Streptococcus parasanguinis
Streptococcus parasanguinis
Streptococcus parauberis
Streptococcus pasteurianus
Streptococcus pneumoniae
Streptococcus pneumoniae
Streptococcus pneumoniae
Streptococcus pneumoniae
Streptococcus pneumoniae
Streptococcus pneumoniae
Streptococcus pneumoniae
Streptococcus pneumoniae
Streptococcus pneumoniae
Streptococcus pneumoniae
Streptococcus pneumoniae
Streptococcus pneumoniae
Streptococcus pneumoniae
Streptococcus pneumoniae
Streptococcus pneumoniae
Streptococcus pneumoniae
Streptococcus pneumoniae
Streptococcus pneumoniae
Streptococcus pneumoniae
Streptococcus pneumoniae
Streptococcus pneumoniae
Streptococcus pneumoniae
Streptococcus pneumoniae
Streptococcus pneumoniae
Streptococcus pneumoniae
Streptococcus pseudopneumoniae
Streptococcus pyogenes
Streptococcus pyogenes
Streptococcus pyogenes
Streptococcus pyogenes
Streptococcus pyogenes
Streptococcus pyogenes
Streptococcus pyogenes
Streptococcus pyogenes
Streptococcus pyogenes
Streptococcus pyogenes
Streptococcus pyogenes
Streptococcus pyogenes
Streptococcus pyogenes
Streptococcus pyogenes
Streptococcus pyogenes
Streptococcus pyogenes
Streptococcus pyogenes
Streptococcus pyogenes
Streptococcus pyogenes
Streptococcus pyogenes
Streptococcus ruminantium
Streptococcus salivarius
Streptococcus salivarius
Streptococcus salivarius
Streptococcus salivarius
Streptococcus salivarius
Streptococcus sanguinis
Streptococcus sobrinus
Streptococcus sp
Streptococcus sp
Streptococcus sp
Streptococcus sp
Streptococcus sp
Streptococcus suis
Streptococcus suis
Streptococcus suis
Streptococcus suis
Streptococcus suis
Streptococcus suis
Streptococcus suis
Streptococcus suis
Streptococcus suis
Streptococcus suis
Streptococcus suis
Streptococcus suis
Streptococcus suis
Streptococcus suis
Streptococcus suis
Streptococcus suis
Streptococcus suis
Streptococcus suis
Streptococcus thermophilus
Streptococcus thermophilus
Streptococcus thermophilus
Streptococcus thermophilus
Streptococcus thermophilus
Streptococcus thermophilus
Streptococcus thermophilus
Streptococcus thermophilus
Streptococcus uberis
Streptomonospora sp
Streptomyces albidoflavus
Streptomyces albireticuli
Streptomyces alboflavus
Streptomyces albulus
Streptomyces albulus
Streptomyces albus
Streptomyces alfalfae
Streptomyces ambofaciens
Streptomyces autolyticus
Streptomyces avermitilis
Streptomyces bingchenggensis
Streptomyces cattleya
Streptomyces cattleya
Streptomyces clavuligerus
Streptomyces coelicolor
Streptomyces collinus
Streptomyces cyaneogriseus
Streptomyces davaonensis
Streptomyces formicae
Streptomyces fulvissimus
Streptomyces gilvosporeus
Streptomyces glaucescens
Streptomyces globisporus
Streptomyces griseochromogenes
Streptomyces griseorubiginosus
Streptomyces griseus
Streptomyces hygroscopicus
Streptomyces hygroscopicus
Streptomyces laurentii
Streptomyces lavendulae
Streptomyces leeuwenhoekii
Streptomyces lincolnensis
Streptomyces lividans
Streptomyces lunaelactis
Streptomyces lydicus
Streptomyces lydicus
Streptomyces malaysiensis
Streptomyces nigra
Streptomyces niveus
Streptomyces noursei
Streptomyces parvulus
Streptomyces pluripotens
Streptomyces pratensis
Streptomyces pristinaespiralis
Streptomyces puniciscabiei
Streptomyces qaidamensis
Streptomyces rapamycinicus
Streptomyces reticuli
Streptomyces rochei
Streptomyces rubrolavendulae
Streptomyces scabiei
Streptomyces sp
Streptomyces sp
Streptomyces sp
Streptomyces sp
Streptomyces sp
Streptomyces sp
Streptomyces sp
Streptomyces sp
Streptomyces sp
Streptomyces sp
Streptomyces sp
Streptomyces venezuelae
Streptomyces vietnamensis
Streptomyces violaceoruber
Streptomyces violaceusniger
Streptomyces xiamenensis
Streptosporangium roseum
Strongylocentrotus purpuratus
Stygiolobus azoricus
Stylophora pistillata
Sugiyamaella lignohabitans
Sulfitobacter donghicola
Sulfitobacter pseudonitzschiae
Sulfitobacter sp
Sulfitobacter sp
Sulfitobacter sp
Sulfitobacter sp
Sulfobacillus acidophilus
Sulfobacillus acidophilus
Sulfobacillus thermotolerans
Sulfodiicoccus acidiphilus
Sulfolobus acidocaldarius
Sulfolobus acidocaldarius
Sulfolobus acidocaldarius
Sulfolobus acidocaldarius
Sulfolobus islandicus
Sulfolobus islandicus
Sulfolobus islandicus
Sulfolobus islandicus
Sulfolobus islandicus
Sulfolobus islandicus
Sulfolobus islandicus
Sulfolobus islandicus
Sulfolobus islandicus
Sulfolobus islandicus
Sulfolobus sp
Sulfuricaulis limicola
Sulfuricella denitrificans
Sulfuricurvum kujiense
Sulfuriferula sp
Sulfurifustis variabilis
Sulfurihydrogenibium azorense
Sulfurihydrogenibium sp
Sulfurimonas autotrophica
Sulfurimonas denitrificans
Sulfurimonas sp
Sulfurimonas sp
Sulfurisphaera ohwakuensis
Sulfurisphaera tokodaii
Sulfuritalea hydrogenivorans
Sulfurospirillum barnesii
Sulfurospirillum deleyianum
Sulfurospirillum halorespirans
Sulfurospirillum multivorans
Sulfurospirillum sp
Sulfurospirillum sp
Sulfurovum lithotrophicum
Sulfurovum sp
Sus scrofa
Sutterella megalosphaeroides
Sutterella sp
Swingsia samuiensis
Swingsia sp
Symbiobacterium thermophilum
Synechococcus elongatus
Synechococcus elongatus
Synechococcus lividus
Synechococcus sp
Synechococcus sp
Synechococcus sp
Synechococcus sp
Synechococcus sp
Synechococcus sp
Synechococcus sp
Synechococcus sp
Synechococcus sp
Synechococcus sp
Synechococcus sp
Synechococcus sp
Synechococcus sp
Synechococcus sp
Synechococcus sp
Synechococcus sp
Synechococcus sp
Synechococcus sp
Synechococcus sp
Synechocystis sp
Synechocystis sp
Synechocystis sp
Synechocystis sp
Synechocystis sp
Synechocystis sp
Synechocystis sp
Synechocystis sp
Syntrophobacter fumaroxidans
Syntrophobotulus glycolicus
Syntrophomonas wolfei
Syntrophothermus lipocalidus
Syntrophus aciditrophicus
Tabrizicola sp
Taeniopygia guttata
Takifugu rubripes
Tamlana sp
Tannerella forsythia
Tannerella sp
Tardibacter chloracetimidivorans
Tarenaya hassleriana
Tateyamaria omphalii
Tatlockia micdadei
Tatumella citrea
Tatumella ptyseos
Taylorella asinigenitalis
Taylorella asinigenitalis
Taylorella equigenitalis
Taylorella equigenitalis
Taylorella equigenitalis
Tenacibaculum dicentrarchi
Tenacibaculum jejuense
Tenacibaculum maritimum
Tenacibaculum mesophilum
Tenacibaculum sp
Tenericutes bacterium
Tenericutes bacterium
Tepidanaerobacter acetatoxydans
Tepidanaerobacter acetatoxydans
Tepidiforma bonchosmolovskayae
Teredinibacter turnerae
Terribacillus goriensis
Terriglobus albidus
Terriglobus roseus
Terriglobus saanensis
Tessaracoccus aquimaris
Tessaracoccus flavescens
Tessaracoccus flavus
Tessaracoccus sp
Tetragenococcus halophilus
Tetragenococcus halophilus
Tetragenococcus koreensis
Tetragenococcus osmophilus
Tetrahymena thermophila
Tetranychus urticae
Tetraodon nigroviridis
Tetrapisispora blattae
Tetrapisispora phaffii
Tetrasphaera sp
Thalassiosira pseudonana
Thalassococcus sp
Thalassolituus oleivorans
Thalassolituus oleivorans
Thalassospira indica
Thalassospira marina
Thalassospira xiamenensis
Thalassotalea sp
Thalassotalea sp
Thamnophis sirtalis
Thauera aromatica
Thauera chlorobenzoica
Thauera humireducens
Thauera sp
Thauera sp
Theileria annulata
Theileria equi
Theileria orientalis
Theileria parva
Theobroma cacao
Thermacetogenium phaeum
Thermaerobacter marianensis
Thermaerobacter sp
Thermanaerovibrio acidaminovorans
Thermincola potens
Thermoactinomyces vulgaris
Thermoanaerobacter brockii
Thermoanaerobacter italicus
Thermoanaerobacter kivui
Thermoanaerobacter mathranii
Thermoanaerobacter pseudethanolicus
Thermoanaerobacter sp
Thermoanaerobacter sp
Thermoanaerobacter wiegelii
Thermoanaerobacterium saccharolyticum
Thermoanaerobacterium thermosaccharolyticum
Thermoanaerobacterium thermosaccharolyticum
Thermoanaerobacterium xylanolyticum
Thermobacillus composti
Thermobaculum terrenum
Thermobifida fusca
Thermobispora bispora
Thermoclostridium stercorarium
Thermoclostridium stercorarium
Thermococcus barophilus
Thermococcus barossii
Thermococcus celer
Thermococcus chitonophagus
Thermococcus cleftensis
Thermococcus eurythermalis
Thermococcus gammatolerans
Thermococcus gorgonarius
Thermococcus guaymasensis
Thermococcus kodakarensis
Thermococcus litoralis
Thermococcus nautili
Thermococcus onnurineus
Thermococcus pacificus
Thermococcus paralvinellae
Thermococcus peptonophilus
Thermococcus piezophilus
Thermococcus profundus
Thermococcus radiotolerans
Thermococcus sibiricus
Thermococcus siculi
Thermococcus sp
Thermococcus sp
Thermococcus sp
Thermococcus sp
Thermococcus sp
Thermococcus thioreducens
Thermocrinis albus
Thermocrinis ruber
Thermodesulfatator indicus
Thermodesulfobacterium commune
Thermodesulfobacterium geofontis
Thermodesulfobacterium sp
Thermodesulfobium acidiphilum
Thermodesulfobium narugense
Thermodesulfovibrio yellowstonii
Thermofilum adornatus
Thermofilum adornatus
Thermofilum pendens
Thermofilum uzonense
Thermogladius calderae
Thermogutta terrifontis
Thermomicrobium roseum
Thermomonas sp
Thermomonospora curvata
Thermoplasma acidophilum
Thermoplasma volcanium
Thermoplasmatales archaeon
Thermoproteus tenax
Thermoproteus uzoniensis
Thermosediminibacter oceani
Thermosipho africanus
Thermosipho melanesiensis
Thermosipho sp
Thermosipho sp
Thermosphaera aggregans
Thermosulfidibacter takaii
Thermosynechococcus elongatus
Thermosynechococcus sp
Thermosynechococcus sp
Thermosynechococcus vulcanus
Thermothelomyces thermophilus
Thermothielavioides terrestris
Thermotoga maritima
Thermotoga maritima
Thermotoga maritima
Thermotoga maritima
Thermotoga maritima
Thermotoga maritima
Thermotoga naphthophila
Thermotoga neapolitana
Thermotoga petrophila
Thermotoga sp
Thermotoga sp
Thermotoga sp
Thermotoga sp
Thermovibrio ammonificans
Thermovirga lienii
Thermus aquaticus
Thermus brockianus
Thermus oshimai
Thermus parvatiensis
Thermus scotoductus
Thermus sp
Thermus thermophilus
Thermus thermophilus
Thermus thermophilus
Thermus thermophilus
Thioalkalivibrio nitratireducens
Thioalkalivibrio paradoxus
Thioalkalivibrio sp
Thioalkalivibrio sulfidiphilus
Thioalkalivibrio versutus
Thiobacillus denitrificans
Thioclava nitratireducens
Thiocystis violascens
Thioflavicoccus mobilis
Thiohalobacter thiocyanaticus
Thiolapillus brandeum
Thiomicrorhabdus sp
Thiomicrospira aerophila
Thiomicrospira cyclica
Thiomicrospira sp
Thiomonas arsenitoxydans
Thiomonas intermedia
Thioploca ingrica
Tistrella mobilis
Tolumonas auensis
Tomitella sp
Torulaspora delbrueckii
Toxoplasma gondii
Trametes versicolor
Tremella mesenterica
Treponema azotonutricium
Treponema brennaborense
Treponema caldarium
Treponema denticola
Treponema pallidum
Treponema pallidum
Treponema pallidum
Treponema pallidum
Treponema pallidum
Treponema pallidum
Treponema pallidum
Treponema pallidum
Treponema pallidum
Treponema pallidum
Treponema pallidum
Treponema paraluiscuniculi
Treponema pedis
Treponema phagedenis
Treponema primitia
Treponema putidum
Treponema sp
Treponema succinifaciens
Tribolium castaneum
Trichechus manatus
Trichinella spiralis
Trichoderma reesei
Trichoderma reesei
Trichodesmium erythraeum
Trichomonas vaginalis
Trichophyton benhamiae
Trichophyton verrucosum
Trichoplax adhaerens
Trichoplusia ni
Trichormus variabilis
Tropheryma whipplei
Tropheryma whipplei
Truepera radiovictrix
Trueperella bialowiezensis
Trueperella pyogenes
Trueperella pyogenes
Trypanosoma brucei
Trypanosoma cruzi
Tsukamurella paurometabola
Tsukamurella tyrosinosolvens
Tuber melanosporum
Tumebacillus algifaecis
Tumebacillus avium
Tupaia chinensis
Turicibacter sp
Turneriella parva
Uncinocarpus reesii
Uncultured Sphingopyxis
Uncultured Termite
Undibacterium parvum
Ureaplasma parvum
Ureaplasma parvum
Ureaplasma parvum
Ureaplasma urealyticum
Ursus arctos
Ursus maritimus
Ustilago maydis
Vagococcus penaei
Vagococcus sp
Vagococcus sp
Vagococcus teuberi
Vampirococcus sp
Vanderwaltozyma polyspora
Variibacter gotjawalensis
Variovorax boronicumulans
Variovorax paradoxus
Variovorax paradoxus
Variovorax paradoxus
Variovorax sp
Variovorax sp
Veillonella atypica
Veillonella dispar
Veillonella parvula
Veillonella rodentium
Verminephrobacter eiseniae
Verrucomicrobia bacterium
Verrucomicrobia bacterium
Verrucosispora maris
Verticillium alfalfae
Verticillium dahliae
Vibrio alfacsensis
Vibrio alginolyticus
Vibrio anguillarum
